topic_id,title,url,difficulty,company_tags
12,Longest Valid Parentheses,https://leetcode.com/problems/longest-valid-parentheses/,Hard,"Amazon, Meta"
12,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii/,Medium,"Meta, Amazon"
12,Remove K Digits,https://leetcode.com/problems/remove-k-digits/,Medium,"Amazon, Microsoft"
13,Rotting Oranges,https://leetcode.com/problems/rotting-oranges/,Medium,"Amazon, Meta"
13,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/,Hard,"Amazon, Google, Apple"
14,Binary Tree Right Side View,https://leetcode.com/problems/binary-tree-right-side-view/,Medium,"Meta, Amazon"
14,Construct Binary Tree from Inorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,Medium,"Amazon, Microsoft"
14,Flatten Binary Tree to Linked List,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/,Medium,"Meta, Amazon"
14,Populating Next Right Pointers in Each Node,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/,Medium,"Amazon, Microsoft"
14,Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree/,Easy,"Meta, Amazon"
14,Symmetric Tree,https://leetcode.com/problems/symmetric-tree/,Easy,"Amazon, Apple"
14,Path Sum,https://leetcode.com/problems/path-sum/,Easy,"Amazon, Microsoft"
11,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops/,Medium,"Amazon, Google"
11,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary/,Hard,"Meta, Amazon"
11,Min Cost to Connect All Points,https://leetcode.com/problems/min-cost-to-connect-all-points/,Medium,"Amazon, Microsoft"
11,Swim in Rising Water,https://leetcode.com/problems/swim-in-rising-water/,Hard,"Google, Amazon"
11,Word Search II,https://leetcode.com/problems/word-search-ii/,Hard,"Amazon, Meta"
12,Edit Distance,https://leetcode.com/problems/edit-distance/,Medium,"Amazon, Google"
12,Maximum Product Subarray,https://leetcode.com/problems/maximum-product-subarray/,Medium,"Amazon, LinkedIn"
12,Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum/,Medium,"Amazon, Meta"
12,Target Sum,https://leetcode.com/problems/target-sum/,Medium,"Amazon, Google"
12,Burst Balloons,https://leetcode.com/problems/burst-balloons/,Hard,"Amazon, Google"
12,Regular Expression Matching,https://leetcode.com/problems/regular-expression-matching/,Hard,"Amazon, Meta"
12,Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings/,Medium,"Amazon, Meta"
topic_id,title,url,difficulty,company_tags
1,Plus One,https://leetcode.com/problems/plus-one/,Easy,"Google, Amazon"
1,Sqrt(x),https://leetcode.com/problems/sqrtx/,Easy,"Amazon, Apple"
1,Pow(x n),https://leetcode.com/problems/powx-n/,Medium,"Meta, Google"
1,Factorial Trailing Zeroes,https://leetcode.com/problems/factorial-trailing-zeroes/,Medium,"Microsoft, Bloomberg"
1,Happy Number,https://leetcode.com/problems/happy-number/,Easy,"Amazon, Google"
2,Combination Sum,https://leetcode.com/problems/combination-sum/,Medium,"Amazon, Meta"
2,Combination Sum II,https://leetcode.com/problems/combination-sum-ii/,Medium,"Amazon, Microsoft"
2,Combination Sum III,https://leetcode.com/problems/combination-sum-iii/,Medium,"Google, Amazon"
2,Permutations II,https://leetcode.com/problems/permutations-ii/,Medium,"Meta, LinkedIn"
2,Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation/,Medium,"Amazon, Microsoft"
3,Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters/,Medium,"Amazon, Google, Meta"
3,Valid Palindrome,https://leetcode.com/problems/valid-palindrome/,Easy,"Meta, Amazon, Microsoft"
3,Longest Palindromic Substring,https://leetcode.com/problems/longest-palindromic-substring/,Medium,"Amazon, Microsoft"
3,Zigzag Conversion,https://leetcode.com/problems/zigzag-conversion/,Medium,"Amazon, Apple"
3,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix/,Easy,"Amazon, Apple, Google"
3,Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string/,Medium,"Meta, Amazon"
3,String Compression,https://leetcode.com/problems/string-compression/,Medium,"Apple, Microsoft"
3,Gas Station,https://leetcode.com/problems/gas-station/,Medium,"Amazon, Google"
3,Candy,https://leetcode.com/problems/candy/,Hard,"Amazon, Google"
3,Majority Element,https://leetcode.com/problems/majority-element/,Easy,"Amazon, Microsoft, Meta"
4,Find Peak Element,https://leetcode.com/problems/find-peak-element/,Medium,"Meta, Amazon"
4,Guess Number Higher or Lower,https://leetcode.com/problems/guess-number-higher-or-lower/,Easy,"Google, Apple"
4,Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square/,Easy,"Amazon, LinkedIn"
4,First Bad Version,https://leetcode.com/problems/first-bad-version/,Easy,"Meta, Amazon"
4,Search Insert Position,https://leetcode.com/problems/search-insert-position/,Easy,"Amazon, Google"
11,Swap Nodes in Pairs,https://leetcode.com/problems/swap-nodes-in-pairs/,Medium,"Amazon, Microsoft"
11,Rotate List,https://leetcode.com/problems/rotate-list/,Medium,"Amazon, Apple"
11,Partition List,https://leetcode.com/problems/partition-list/,Medium,"Microsoft, Meta"
11,Odd Even Linked List,https://leetcode.com/problems/odd-even-linked-list/,Medium,"Amazon, Meta"
11,Remove Duplicates from Sorted List,https://leetcode.com/problems/remove-duplicates-from-sorted-list/,Easy,"Amazon, Google"
11,Remove Duplicates from Sorted List II,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/,Medium,"Amazon, Microsoft"
12,Simplify Path,https://leetcode.com/problems/simplify-path/,Medium,"Meta, Amazon"
12,Next Greater Element I,https://leetcode.com/problems/next-greater-element-i/,Easy,"Amazon, Meta"
12,Next Greater Element II,https://leetcode.com/problems/next-greater-element-ii/,Medium,"Amazon, Google"
12,Online Stock Span,https://leetcode.com/problems/online-stock-span/,Medium,"Amazon, Google"
12,Asteroid Collision,https://leetcode.com/problems/asteroid-collision/,Medium,"Amazon, Meta"
13,Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array/,Medium,"Amazon, Meta, Google"
13,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements/,Medium,"Amazon, Google, Meta"
13,Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words/,Medium,"Amazon, Bloomberg"
13,K Closest Points to Origin,https://leetcode.com/problems/k-closest-points-to-origin/,Medium,"Meta, Amazon"
14,Binary Tree Zigzag Level Order Traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,Medium,"Amazon, Microsoft"
14,Path Sum II,https://leetcode.com/problems/path-sum-ii/,Medium,"Amazon, Bloomberg"
14,Count Complete Tree Nodes,https://leetcode.com/problems/count-complete-tree-nodes/,Medium,"Google, Amazon"
14,Lowest Common Ancestor of a Binary Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,Medium,"Meta, Amazon, Google"
14,Cousins in Binary Tree,https://leetcode.com/problems/cousins-in-binary-tree/,Easy,"Amazon, Meta"
11,Redundant Connection,https://leetcode.com/problems/redundant-connection/,Medium,"Amazon, Google"
11,Is Graph Bipartite?,https://leetcode.com/problems/is-graph-bipartite/,Medium,"Meta, Amazon"
11,Shortest Path in Binary Matrix,https://leetcode.com/problems/shortest-path-in-binary-matrix/,Medium,"Meta, Amazon"
12,Triangle,https://leetcode.com/problems/triangle/,Medium,"Amazon, Apple"
12,Minimum Path Sum,https://leetcode.com/problems/minimum-path-sum/,Medium,"Amazon, Google"
topic_id,title,url,difficulty,company_tags
1,Single Number II,https://leetcode.com/problems/single-number-ii/,Medium,"Amazon, Google"
1,Reverse Bits,https://leetcode.com/problems/reverse-bits/,Easy,"Apple, Amazon"
1,Number of 1 Bits,https://leetcode.com/problems/number-of-1-bits/,Easy,"Microsoft, Apple"
1,Counting Bits,https://leetcode.com/problems/counting-bits/,Easy,"Amazon, Meta"
1,Missing Number,https://leetcode.com/problems/missing-number/,Easy,"Amazon, Microsoft"
2,Subsets II,https://leetcode.com/problems/subsets-ii/,Medium,"Amazon, Meta"
2,Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,Medium,"Google, Amazon"
2,Matchsticks to Square,https://leetcode.com/problems/matchsticks-to-square/,Medium,"Amazon, Microsoft"
2,N-Queens II,https://leetcode.com/problems/n-queens-ii/,Hard,"Meta, Amazon"
2,Restore IP Addresses,https://leetcode.com/problems/restore-ip-addresses/,Medium,"Amazon, Meta"
3,Jump Game II,https://leetcode.com/problems/jump-game-ii/,Medium,"Amazon, Apple"
3,Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum/,Medium,"Google, Meta"
3,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets/,Medium,"Google, Amazon"
3,Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement/,Medium,"Amazon, Google"
3,Find All Duplicates in an Array,https://leetcode.com/problems/find-all-duplicates-in-an-array/,Medium,"Amazon, Microsoft"
4,Find Minimum in Rotated Sorted Array II,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/,Hard,"Amazon, Microsoft"
4,Find Right Interval,https://leetcode.com/problems/find-right-interval/,Medium,"Google, Amazon"
4,Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,Medium,"Amazon, Google"
4,Time Based Key-Value Store,https://leetcode.com/problems/time-based-key-value-store/,Medium,"Google, Amazon"
4,Maximum Number of Removable Characters,https://leetcode.com/problems/maximum-number-of-removable-characters/,Medium,"Amazon, Meta"
11,Swapping Nodes in a Linked List,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/,Medium,"Amazon, Meta"
11,Delete Node in a Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list/,Easy,"Apple, Microsoft"
11,Design Linked List,https://leetcode.com/problems/design-linked-list/,Medium,"Amazon, Google"
11,Insertion Sort List,https://leetcode.com/problems/insertion-sort-list/,Medium,"Google, Amazon"
11,Reverse Linked List II,https://leetcode.com/problems/reverse-linked-list-ii/,Medium,"Amazon, Meta"
12,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters/,Medium,"Amazon, Google"
12,132 Pattern,https://leetcode.com/problems/132-pattern/,Medium,"Amazon, Meta"
12,Maximal Rectangle,https://leetcode.com/problems/maximal-rectangle/,Hard,"Google, Amazon"
12,Decode String,https://leetcode.com/problems/decode-string/,Medium,"Google, Amazon"
12,Basic Calculator,https://leetcode.com/problems/basic-calculator/,Hard,"Google, Meta"
13,Reorganize String,https://leetcode.com/problems/reorganize-string/,Medium,"Amazon, Google"
13,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream/,Easy,"Amazon, Meta"
13,Design Twitter,https://leetcode.com/problems/design-twitter/,Medium,"Amazon, Meta"
13,Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,Medium,"Amazon, Google"
13,Minimum Number of Refueling Stops,https://leetcode.com/problems/minimum-number-of-refueling-stops/,Hard,"Amazon, Google, Meta"
14,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree/,Medium,"Amazon, Google"
14,Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure/,Medium,"Amazon, Meta"
14,Serialize and Deserialize BST,https://leetcode.com/problems/serialize-and-deserialize-bst/,Medium,"Amazon, Meta"
14,Maximum Width of Binary Tree,https://leetcode.com/problems/maximum-width-of-binary-tree/,Medium,"Amazon, Google"
14,All Nodes Distance K in Binary Tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,Medium,"Amazon, Meta"
11,Evaluate Division,https://leetcode.com/problems/evaluate-division/,Medium,"Google, Amazon"
11,Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders/,Medium,"Amazon, Microsoft"
11,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees/,Medium,"Google, Amazon"
11,Number of Provinces,https://leetcode.com/problems/number-of-provinces/,Medium,"Amazon, Google"
11,Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states/,Medium,"Amazon, Meta"
12,Interleaving String,https://leetcode.com/problems/interleaving-string/,Medium,"Apple, Amazon"
12,Distinct Subsequences,https://leetcode.com/problems/distinct-subsequences/,Hard,"Google, Amazon"
12,Wildcard Matching,https://leetcode.com/problems/wildcard-matching/,Hard,"Amazon, Google"
12,Maximal Square,https://leetcode.com/problems/maximal-square/,Medium,"Amazon, Apple"
12,Coin Change II,https://leetcode.com/problems/coin-change-2/,Medium,"Amazon, Google"
topic_id,title,url,difficulty,company_tags
1,Ugly Number,https://leetcode.com/problems/ugly-number/,Easy,"Amazon, Microsoft"
1,Ugly Number II,https://leetcode.com/problems/ugly-number-ii/,Medium,"Google, Amazon"
1,Power of Two,https://leetcode.com/problems/power-of-two/,Easy,"Amazon, Apple"
1,Power of Three,https://leetcode.com/problems/power-of-three/,Easy,"Google, Amazon"
1,Set Matrix Zeroes,https://leetcode.com/problems/set-matrix-zeroes/,Medium,"Amazon, Microsoft"
2,Letter Tile Possibilities,https://leetcode.com/problems/letter-tile-possibilities/,Medium,"Amazon, Google"
2,Palindrome Partitioning II,https://leetcode.com/problems/palindrome-partitioning-ii/,Hard,"Amazon, Meta"
2,Beautiful Arrangement,https://leetcode.com/problems/beautiful-arrangement/,Medium,"Google, Apple"
2,Construct the Lexicographically Largest Valid Sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/,Medium,"Amazon, Microsoft"
2,Split Array into Fibonacci Sequence,https://leetcode.com/problems/split-array-into-fibonacci-sequence/,Medium,"Amazon, Meta"
3,Spiral Matrix,https://leetcode.com/problems/spiral-matrix/,Medium,"Amazon, Microsoft"
3,Spiral Matrix II,https://leetcode.com/problems/spiral-matrix-ii/,Medium,"Microsoft, Google"
3,Rotate Image,https://leetcode.com/problems/rotate-image/,Medium,"Amazon, Apple"
3,Diagonal Traverse,https://leetcode.com/problems/diagonal-traverse/,Medium,"Google, Meta"
3,Find All Numbers Disappeared in an Array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/,Easy,"Amazon, Meta"
3,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii/,Easy,"Amazon, Google"
3,Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii/,Hard,"Amazon, Meta"
3,Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence/,Easy,"Amazon, Apple"
3,Intersection of Two Arrays,https://leetcode.com/problems/intersection-of-two-arrays/,Easy,"Apple, Google"
3,Intersection of Two Arrays II,https://leetcode.com/problems/intersection-of-two-arrays-ii/,Easy,"Amazon, Microsoft"
3,Two Sum II - Input Array Is Sorted,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/,Medium,"Amazon, Apple"
3,3Sum Closest,https://leetcode.com/problems/3sum-closest/,Medium,"Meta, Amazon"
3,4Sum,https://leetcode.com/problems/4sum/,Medium,"Amazon, Google"
3,Remove Duplicates from Sorted Array,https://leetcode.com/problems/remove-duplicates-from-sorted-array/,Easy,"Meta, Amazon"
3,Remove Duplicates from Sorted Array II,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/,Medium,"Amazon, Microsoft"
4,Search in Rotated Sorted Array II,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,Medium,"Amazon, Meta"
4,Peak Index in a Mountain Array,https://leetcode.com/problems/peak-index-in-a-mountain-array/,Medium,"Google, Amazon"
4,Arranging Coins,https://leetcode.com/problems/arranging-coins/,Easy,"Amazon, Microsoft"
4,Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/,Medium,"Google, Amazon"
4,Find the Smallest Divisor Given a Threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/,Medium,"Amazon, Meta"
11,Add Two Numbers,https://leetcode.com/problems/add-two-numbers/,Medium,"Amazon, Google, Meta"
11,Add Two Numbers II,https://leetcode.com/problems/add-two-numbers-ii/,Medium,"Amazon, Microsoft"
11,Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/,Medium,"Amazon, Google"
11,Design Browser History,https://leetcode.com/problems/design-browser-history/,Medium,"Meta, Amazon"
11,Middle of the Linked List,https://leetcode.com/problems/middle-of-the-linked-list/,Easy,"Amazon, Apple"
12,Next Greater Element III,https://leetcode.com/problems/next-greater-element-iii/,Medium,"Amazon, Meta"
12,Minimum Add to Make Parentheses Valid,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/,Medium,"Meta, Amazon"
12,Minimum Remove to Make Valid Parentheses,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/,Medium,"Meta, Google"
12,Score of Parentheses,https://leetcode.com/problems/score-of-parentheses/,Medium,"Amazon, Meta"
12,Remove All Adjacent Duplicates In String,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/,Easy,"Amazon, Google"
12,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/,Medium,"Amazon, Meta"
12,Make The String Great,https://leetcode.com/problems/make-the-string-great/,Easy,"Apple, Google"
12,Validate Stack Sequences,https://leetcode.com/problems/validate-stack-sequences/,Medium,"Google, Amazon"
12,Design a Stack With Increment Operation,https://leetcode.com/problems/design-a-stack-with-increment-operation/,Medium,"Amazon, Microsoft"
12,Remove Outermost Parentheses,https://leetcode.com/problems/remove-outermost-parentheses/,Easy,"Amazon, Meta"
13,Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum/,Hard,"Amazon, Google"
13,Design Circular Deque,https://leetcode.com/problems/design-circular-deque/,Medium,"Amazon, Apple"
13,Dota2 Senate,https://leetcode.com/problems/dota2-senate/,Medium,"Meta, Google"
13,Reveal Cards In Increasing Order,https://leetcode.com/problems/reveal-cards-in-increasing-order/,Medium,"Amazon, Meta"
